Apr,04,64,0,0,283,111
Apr,05,69,0,0,283,161
Apr,06,0,0,0,306,206
Apr,07,0,0,0,256,100
Apr,08,0,0,0,161,72
Apr,09,0,0,0,217,50
Apr,10,0,0,0,250,111
Apr,11,0,0,0,278,133
Apr,12,0,0,0,267,128
Apr,13,0,0,0,289,122
Apr,14,0,0,0,300,133
Apr,15,0,0,0,300,172
Apr,16,5,0,0,244,106
Apr,17,0,0,0,194,67
Apr,18,0,0,0,194,56
Apr,19,0,0,0,189,83
Apr,20,0,0,0,222,78
Apr,21,0,0,0,244,94
Apr,22,94,0,0,233,117
Apr,23,33,0,0,250,150
Apr,24,198,0,0,200,139
Apr,25,84,0,0,144,111
Apr,26,8,0,0,167,94
Apr,27,30,0,0,189,89
Apr,28,0,0,0,217,61
Apr,29,0,0,0,283,139
Apr,30,74,0,0,250,189
May,01,3,0,0,233,150
May,02,33,0,0,228,139
May,03,5,0,0,267,122
May,04,0,0,0,283,122
May,05,0,0,0,283,150
May,06,0,0,0,239,128
May,07,0,0,0,278,111
May,08,0,0,0,156,78
May,09,0,0,0,172,44
May,10,69,0,0,172,111
May,11,3,0,0,261,133
May,12,328,0,0,261,128
May,13,23,0,0,272,161
May,14,76,0,0,183,133
May,15,127,0,0,156,133
May,16,251,0,0,183,133
